gene_name	cluster_id
CG17778	49
Mp	49
CG10804	49
hig	49
CG30158	49
comt	49
beat-IIIc	49
VhaSFD	49
Yeti	49
Eip63F-1	49
CG11221	49
comm	49
cbx	49
CG4577	49
smog	49
nSyb	49
CR46006	49
Hasp	49
CG34371	49
nwk	49
beat-VI	49
Vha68-1	49
CG43759	49
CG9328	49
CR40190	49
DnaJ-1	49
sca	49
crp	49
Nca	49
roX2	49
St3	49
zld	49
alpha-Man-Ia	49
CG10384	49
nmo	49
chinmo	49
CG3726	49
cindr	49
VhaM9.7-a	49
CG31324	49
CG1688	49
bol	49
CG43737	49
miple1	49
Ih	49
beat-Vc	49
dpr3	49
mGluR	49
Vha13	49
CG31760	49
CG3655	49
SKIP	49
Syt7	49
Oct-TyrR	49
slgA	49
CR43148	49
Vha36-1	49
Hr38	49
CG42240	49
ed	49
Ir76a	49
sNPF-R	49
CR45139	49
whe	50
lcs	50
CG16826	50
CG14645	50
Dbi	50
Ms	50
CG10737	50
Ssb-c31a	50
eEF1alpha1	50
vir-1	50
CG34423	50
CG33774	50
Prosbeta3	50
ADPS	50
Moe	50
CG41378	50
tou	50
CR40469	50
Rpb12	50
CG10527	50
Msr-110	50
mbl	50
CG42458	51
aop	51
Frq1	51
CG2016	51
Cbp53E	51
scro	51
Nos	51
CR45621	51
sosie	51
Tk	51
dpr9	51
CG31221	51
Rbp6	51
TfAP-2	51
beat-IIa	51
CG42541	51
trn	51
Hk	51
inaE	51
CG34114	51
CG34113	51
CG8916	51
kirre	51
CG34351	51
CG9650	51
CG18208	51
CG12163	51
Ace	51
Atox1	51
Wnt4	51
Ktl	51
ckn	51
Adk1	51
DIP-epsilon	51
Ih	51
mspo	51
mbl	51
ct	51
Ggamma30A	51
Pdfr	51
CG34383	51
VAChT	51
Dop2R	51
trv	51
Octbeta1R	51
Pka-C3	51
CR46006	51
CG14431	51
Wdr62	51
beat-IIb	51
flw	51
CG13685	51
CG42346	51
dpr13	51
CG8861	51
CG43729	51
5-HT1A	51
glob1	51
pHCl-1	51
trol	51
erm	51
Syt1	51
CG11085	51
nmo	51
CG4341	51
cpo	51
nAChRalpha3	51
Nedd4	51
CG11000	51
tut	51
beat-IIIc	51
NetB	51
CG10384	51
CG8300	51
Lmpt	51
CG10866	51
Teh2	51
Sdc	51
Mpcp2	51
CG42673	51
Slob	51
Sytalpha	51
CG2993	51
eIF3l	51
Fim	51
CG7971	51
Rbfox1	51
Mmp2	51
comm	51
CG14372	51
Non1	51
ftz-f1	51
LTV1	51
CG12605	51
caps	51
RhoGAP93B	51
Rdl	51
CG6282	51
ND-B22	51
GABA-B-R1	51
Alas	51
Nlg2	51
MED21	51
tipE	51
qvr	51
alpha-Man-Ia	51
igl	51
CG8229	51
CG32795	51
scrt	51
Fas3	51
CG13954	51
ap	51
CASK	51
CG45002	51
CG43902	51
CG8245	51
mGluR	51
CG3104	51
CG34353	51
ND-18	51
sNPF-R	51
CG32432	51
CG33181	51
eIF3k	51
Taf12	51
mbt	51
CG13300	51
CG32647	51
CG3530	51
glec	51
l(3)neo38	51
Bug22	51
Epac	51
Tl	51
ewg	51
pho	51
Nlg4	51
CG42524	51
CG31324	51
Eip75B	51
St3	51
SLO2	51
Kank	51
CG34357	51
alphaTub84B	51
app	51
CG14762	51
CG42392	51
CG31690	51
CG34354	51
Gfrl	51
CG5455	51
nAChRalpha2	51
Appl	51
tna	51
Con	51
rst	51
Nckx30C	51
CG42817	51
nolo	51
SP1029	51
CCAP-R	51
amon	51
CG4678	51
qm	51
path	51
CG43658	51
ome	51
Dyrk2	51
Trim9	51
beta4GalNAcTA	51
CG42240	51
CR44997	51
CG42402	51
CG34384	51
Ac76E	51
Ac13E	51
CG31323	51
hid	51
5-HT2A	51
CG1402	52
VGlut	52
CR45223	52
CG42340	52
CG13739	52
pyr	52
ort	52
CG8401	52
Grd	52
Tk	52
CG13229	52
CG9650	52
CG6044	52
cpx	52
fd59A	52
Frq1	52
DIP-gamma	52
AstC-R1	52
CG14322	52
scro	52
tj	52
CG44422	52
RpL23	52
CG34371	52
fkh	52
kek1	52
CG1358	52
CG42674	52
CG42392	52
Pdfr	52
CG1688	52
vvl	52
Syt1	52
stai	52
Cngl	52
zfh1	52
Fur1	52
Prosap	52
Tet	52
mamo	52
CG42337	52
CG2082	52
bru1	52
Ggamma30A	52
AstC-R2	52
Sytalpha	52
Mmp2	52
CG33639	52
Teh2	52
CG11000	52
Octbeta1R	52
glec	52
dac	52
Hsp68	52
Pvf3	52
CG9932	52
ftz-f1	52
sra	52
5-HT2A	52
aPKC	52
CG12994	52
NaCP60E	52
MRE23	52
Tina-1	52
Gapdh2	52
Eip93F	52
beat-IIIb	52
CG9813	52
Nlg4	52
Ald	52
stv	52
oaf	52
nSyb	52
CG12605	52
Sulf1	52
Gycbeta100B	52
Gyc88E	52
pgant5	52
fz2	52
CG34114	52
levy	52
flw	52
CG32278	52
Tbh	52
Ndae1	52
CR46006	52
vari	52
Cp110	52
CG1607	52
uzip	52
Shal	52
CG44837	52
Abl	52
Lcch3	52
Vha55	52
CG30116	52
slgA	52
DnaJ-1	52
CG3655	52
g	52
CG3955	52
CG1907	52
Gasz	52
GstS1	52
Tpi	52
ed	52
cg	52
Pur-alpha	52
CG10804	52
Ppcs	52
Syt4	52
kek2	52
CG34355	52
Sfxn1-3	52
Gbeta5	52
Non1	52
Snap25	52
Fim	52
l(1)G0469	52
Pal2	52
Oli	52
CG14853	52
dpr3	52
msi	52
Vha14-1	52
Tsp97E	52
noc	52
CG31808	52
CG7407	52
grp	52
Galphao	52
CG34351	52
l(3)neo38	52
CG33229	52
CG13384	52
roX2	52
CG5028	52
Syt7	52
RapGAP1	52
Ih	52
Eip63F-1	52
fru	52
CG12541	52
Lmpt	52
tna	52
Pdk	52
CG34347	52
smal	52
CG43078	52
CG44153	52
Pglym78	52
DopEcR	52
puc	52
VepD	52
dpr11	52
NK7.1	52
Eip74EF	52
Arr2	53
Arr1	53
ninaE	53
rtp	53
Gbeta76C	53
ninaC	53
CG34134	53
trp	53
Galphaq	53
Cpn	53
inaC	53
inaD	53
ninaA	53
Rh2	53
chp	53
SmydA-8	53
trpl	53
CG9780	53
Culd	53
CG7220	53
norpA	53
CG14742	53
PIP82	53
CG9150	53
Achl	53
Pph13	53
CG43340	53
CG9427	53
CG14495	53
stops	53
CG44195	53
Tsp42Ej	53
Mppe	53
boss	53
peb	53
yps	53
CG45782	53
CG6656	53
RhoGDI	53
Crg-1	53
CG9990	53
CR43480	53
CG17739	53
awd	53
Ggamma30A	53
ninaG	53
Pis	53
CG18598	53
Ekar	53
lqf	53
Tab2	53
PGRP-LA	53
Rab32	53
Ipp	53
Thor	53
CG3961	53
CG14591	53
Fbxl4	53
CAH1	53
Lk6	53
CG18622	53
CG9691	53
Npc2a	53
CG31038	53
rdgA	53
Moe	53
Ank2	53
CG30197	53
Synd	53
betaTub97EF	53
crb	53
Pkn	53
hoe2	53
Svil	53
CG6983	53
Eaat2	53
Mob2	53
Trx-2	53
Cnx99A	53
CG4660	53
Gdh	53
CdsA	53
Slob	53
Rbp9	53
CG9686	53
mbl	53
Inos	53
CG9391	53
CG9953	53
CG15118	53
Dnz1	53
AMPdeam	53
RpS23	53
l(2)k09913	53
RpL13	53
rdgB	53
Dak1	53
Ttd14	53
CG1309	53
Uev1A	53
Chd64	53
SpdS	53
CAP	53
CG11791	53
rdgC	53
Tctp	53
CR18854	53
cathD	53
path	53
bif	53
eIF4B	53
CG11077	53
CG8974	53
CG32647	53
Lpin	53
gol	53
Scp2	54
Obp18a	54
CG5791	54
CG4716	54
CG14892	54
CG13408	54
CG33993	54
CG15201	54
inaD	54
ltl	54
euc	54
CG10799	54
CG6356	54
CG14509	54
Tsf1	54
CG9336	54
CG9691	54
Snp	54
CG9689	54
Tsp42Ea	54
bnb	54
GLaz	54
Awh	54
tj	54
CG3940	54
path	54
igl	54
bi	54
VGlut	54
hoe1	54
CG9896	54
kn	54
Nep4	54
fd59A	54
Pdfr	54
HDAC6	54
CG12163	54
CG32982	54
Rdl	54
MtnA	54
CG7509	54
CG13631	54
Irk3	54
Tsp42Ee	54
Past1	54
lov	54
CG32521	54
CR45131	54
Picot	54
fu12	54
CR43425	54
Cys	54
CG10550	54
Invadolysin	54
gammaSnap2	54
CG43658	54
luna	54
CG43795	54
sNPF-R	54
CG30285	54
CG44325	54
Sirup	54
CG43759	54
Idgf4	54
CG31145	54
side	54
CG30197	54
Npc2b	54
CG42340	54
CG42709	54
CG1648	54
CG7084	54
wkd	54
CG15478	54
Gapdh1	54
CG34393	54
CG7888	54
sick	54
AnxB11	54
CDase	54
CG15803	54
Irk2	54
nemy	54
Fas2	54
dpr12	54
Tsp42Ef	54
Aldh	54
RpL41	54
Inx3	54
CG30463	54
Inx2	54
Adgf-D	54
CG3168	54
ogre	54
Cyp4g15	54
Ace	54
CG12926	54
GstE12	54
CG9932	54
Ca-alpha1T	54
Fili	54
CG32032	54
CG31637	54
Npc2a	54
CG3961	54
CG14806	54
LpR2	54
kcc	54
CG15312	54
CAP	54
DIP-gamma	54
CG13698	54
CG2082	54
ced-6	54
GstD1	54
Tina-1	54
kay	54
N	54
CG9686	54
CG10527	54
CG31344	54
CG15098	54
beat-Vb	54
CG10433	54
shot	54
CG14989	55
Gad1	55
D	55
Nos	55
Sox21b	55
Cngl	55
sNPF	55
CG44422	55
SoxN	55
Lim3	55
cpx	55
Pde1c	55
mab-21	55
CG8861	55
Pvf3	55
CG4766	55
VGAT	55
Nckx30C	55
CG4341	55
Eip63F-1	55
Ggamma30A	55
CG32700	55
CG4629	55
ey	55
CG8916	55
DIP-gamma	55
CG32225	55
CG11294	55
CG3655	55
Scp2	55
CG10804	55
CR45312	55
beat-Vc	55
CG42238	55
ct	55
MYPT-75D	55
msi	55
vib	55
CG15236	55
CG42260	55
Argk	55
tup	55
Vha26	55
RapGAP1	55
CG13408	55
bol	55
CG13739	55
CR44738	55
Sap47	55
CG11050	55
CG5890	55
Hasp	55
beat-IIa	55
Tomosyn	55
CG6329	55
CR44498	55
fok	55
CG9650	55
CG34114	55
Fife	55
Pdk	55
Pka-C3	55
Syt1	55
CG42313	55
CG33639	55
GABA-B-R3	55
CG2258	55
fwe	55
Oamb	55
CG17378	55
CG1358	55
CG32017	55
CG8910	55
Vsx2	55
mub	55
Ca-alpha1T	55
Vha36-1	55
CG1907	55
dpr5	55
CG32544	55
CG13685	55
LpR1	55
shi	55
Vha68-1	55
run	55
Mmp2	55
EndoA	55
CG1607	55
CG4587	55
Pal2	55
CG13594	55
VhaM8.9	55
beat-IIb	55
Ssadh	55
dpr6	55
flw	55
TM4SF	55
CG32278	55
nSyb	55
5-HT1B	55
Vha14-1	55
CG9813	55
RNASEK	55
CG31690	55
Octbeta2R	55
Vha55	55
SPR	55
VhaM9.7-a	55
CG10384	55
Dh44-R1	55
Vha13	55
Pde6	55
Dop1R2	55
Sfxn1-3	55
beat-Va	55
CG13384	55
nAChRalpha5	55
CG4404	55
nAChRalpha3	55
CG7407	55
CG3726	55
CR44978	55
ktub	55
CG1688	55
levy	55
CG3860	55
Mapmodulin	55
RhoGAP19D	55
Syngr	55
CG3955	55
Tim17b	55
eIF1A	55
CG34155	55
Fis1	55
CG17124	55
CG7272	55
tna	55
Gyc88E	55
Nlg4	55
CG2082	55
CG6154	55
Syt7	55
kek3	55
Dat	55
CG31030	55
nwk	55
Dscam4	55
porin	55
Lcch3	55
Shal	55
CG9328	55
CG13698	55
CG34351	55
ed	55
Csp	55
CG43707	55
Syt12	55
CG10082	55
slgA	55
VhaPPA1-1	55
Atox1	55
CG12994	55
Mp	55
Pgk	55
ftz-f1	55
mtd	55
CG31324	55
CG14757	55
Gbeta5	55
kek5	55
orb	55
Gapdh2	55
dpr18	55
Ald	55
CG45049	55
CG15772	55
CG12822	55
CG42663	55
hig	55
dlg1	55
Gasz	55
veli	55
cmpy	55
Vha44	55
DIP-delta	55
CG31808	55
bru1	55
mtt	55
gammaSnap2	55
CG11638	55
Rop	55
CCKLR-17D3	55
brp	55
CG1090	55
CG5149	55
CG33143	55
SPoCk	55
CG1640	55
ATP8B	55
CG2991	55
kcc	55
CG31475	55
CD98hc	55
CG7582	55
stj	55
CG18812	55
GC1	55
sano	55
CG15478	55
phyl	55
CG3662	55
CG7943	55
Ddr	55
CG1695	55
ths	55
rogdi	55
Oct-TyrR	55
CG6330	55
smal	55
CG43066	55
stmA	55
cbx	55
CG13920	55
CG15765	55
beat-VII	55
CG34393	55
CG34113	55
sn	55
wake	55
rdx	55
CG13603	55
smog	55
mge	55
EndoB	55
NK7.1	55
CG30116	55
Eip74EF	55
CG13907	55
bma	55
Dgp-1	56
ImpL3	56
CG8620	56
CR44138	56
CG11893	56
Cyp6g1	56
Xrp1	56
IscU	56
CG7130	56
CG8646	56
CG2076	56
CG2837	56
Hsp60A	56
Jafrac1	56
CG12264	56
asrij	56
MFS3	56
Pgi	56
Pgm	56
CycG	56
eIF2beta	56
eEF2	56
Tspo	56
Pfrx	56
CG34423	56
CG2064	56
Fdx1	56
CG10638	56
Hex-A	56
CG6337	56
CG13623	56
Pfk	56
Qtzl	56
eEF1alpha1	56
Myc	56
CG5010	56
La	56
His2Av	56
CG6512	56
sta	56
Tpc1	56
SerRS	56
ver	56
Irbp18	56
Hsc70-3	56
CG15784	56
Ac78C	56
CG10802	56
CG3714	56
lost	56
Hmgs	56
MRE16	56
Sam-S	56
Arc2	56
RtcB	56
CG2017	56
eIF1	56
Ran	56
ref(2)P	56
P32	56
chic	56
RpS5a	56
AspRS	56
Arc1	56
Lk6	56
PHGPx	56
CG5380	56
Gadd45	56
CG1882	56
Alr	56
CG10916	56
bor	56
CCT5	56
Xbp1	56
numb	56
CG12868	56
RPA2	56
mld	56
FeCH	56
JhI-21	56
CG33181	56
CG6762	56
agt	56
CG5646	56
Phb2	56
Hsc20	56
CG9705	56
Gcn5	56
CG2909	56
PI31	56
eIF6	56
CG9945	56
CG17904	56
CG6171	56
RpS20	56
CG2658	56
CG1703	56
SmF	56
CG42365	56
cactin	56
ThrRS	56
CG7841	56
RpS10b	56
kay	56
crc	56
Nipped-B	56
Uhg1	56
Rpb10	56
Nmda1	56
RpL13	56
cib	56
l(2)37Cc	56
CG13887	56
Gclc	56
kraken	56
eIF2D	56
SNF4Agamma	56
tai	56
Ate1	56
ValRS	56
CG30109	56
bcn92	56
CG8531	56
CG11267	56
TrpRS	56
Nxt1	56
galectin	56
eIF3m	56
Nop56	56
Men	56
Aatf	56
Bdp1	56
Hsc70-4	56
CG10527	56
Prosbeta5	56
CaBP1	56
cv-2	56
path	56
Rpi	56
CG30389	56
RPA3	56
Updo	56
Opa1	56
CG12379	56
Proc	56
CG11779	56
CG3008	56
GlyP	56
Trxr-1	56
CG12171	56
smt3	56
CG5323	56
mtSSB	56
CG8728	56
Nmnat	56
MAPk-Ak2	56
Prosbeta4	56
CG31694	56
HisRS	56
CG6428	56
Archease	56
hoip	56
MagR	56
CCT1	56
MRP	56
FK506-bp1	56
CG6686	56
snRNA:7SK	56
CG6066	56
eEF1gamma	56
CG8209	56
pix	56
Su(Tpl)	56
eEF1beta	56
REG	56
Wee1	56
CR40469	56
Mis12	56
Inos	56
DIP1	56
yps	56
Ttc19	56
CG14989	56
myo	56
Rgk1	56
Uhg5	56
Akap200	56
Yp1	57
Yp2	57
Yp3	57
CG6503	57
CG34166	57
Nplp2	57
pre-rRNA:CR45845	57
Msp300	57
Sxl	57
mt:ND1	57
orb2	57
Rbp9	57
Rbp1-like	57
CG2918	57
CNBP	57
hdc	57
mbt	57
side	57
sPLA2	57
rut	57
mt:ND3	57
mt:ND6	57
hig	57
CG43737	57
Dscam3	57
CG6123	57
zld	57
CG3257	58
Frq1	58
Eip63F-1	58
CG8641	58
Npc2a	58
dpr3	58
hth	58
msi	58
igl	58
CG12994	58
Ggamma30A	58
CG43795	58
Cngl	58
luna	58
app	58
Fer2	58
Fas2	58
CG13954	58
CG33639	58
CG15312	58
CG32683	58
dysc	58
Proc	58
CG42674	58
Hasp	58
CG42342	58
tim	58
CG1504	58
CG44153	58
jeb	58
CG12541	58
CG13739	58
DIP-alpha	58
cpx	58
beat-VII	58
Nckx30C	58
dpr11	58
CG32264	58
Aldh	58
Ddc	58
Ca-alpha1T	58
sky	58
Argk	58
CG15431	58
CG11317	58
Lmpt	58
corto	58
fz	58
Plc21C	58
scpr-C	58
BicD	58
CG13685	58
SoxN	58
Sh	58
CG6330	58
nrv3	58
opa	58
kug	58
noc	58
CG9328	58
bru3	58
CG32982	58
Ace	58
Oamb	58
CG42340	58
CG9813	58
CG17544	58
dpr1	58
CG10283	58
Dscam2	58
hbn	58
mAChR-A	58
sif	58
CASK	58
CG2082	58
zfh2	58
elB	58
dpr15	58
CG31475	58
Tsp66E	58
alphaTub84B	58
CG15630	58
wdb	58
CG32066	58
CG13594	58
CG13506	58
levy	58
St3	58
ATPsynC	58
scrib	58
nAChRalpha3	58
Rdl	58
CG43707	58
Tret1-1	58
pcs	58
Tsp42Ee	58
ATPsynbeta	58
CG14757	58
lola	58
kcc	58
CngA	58
Ih	58
Appl	58
nAChRalpha1	58
CG32547	58
LpR2	58
CG14372	58
cindr	58
CG33144	58
Drat	58
CG14509	58
nAChRalpha2	58
dnc	58
CG6044	58
dpr2	58
eya	58
CG17364	58
tna	58
CG4341	58
CG42260	58
kdn	58
step	58
CG2269	58
CG42313	58
Ten-a	58
CG9413	58
Pka-C1	58
CG17839	58
CG11221	58
NFAT	58
GluClalpha	58
CG4629	58
dlg1	58
Pect	58
kuz	58
CG8745	58
MYPT-75D	58
CG14274	58
dpr10	58
smog	58
CR46006	58
ATPsynB	58
Drep1	58
Pfk	58
ct	58
Scgdelta	58
CG43078	58
UQCR-14	58
cype	58
CG2993	58
Pdk	58
ND-51	58
Gpdh	58
blw	58
CG11319	58
CG31690	58
CG6282	58
CG15394	58
ChAT	58
SdhD	58
CG31814	58
CG13920	58
ND-39	58
RapGAP1	58
SdhB	58
CaMKI	58
glec	58
CG42392	58
COX8	58
Mpcp2	58
Lis-1	58
alc	58
Pdfr	58
ATPsyndelta	58
CG30158	58
ringer	58
SdhC	58
Tina-1	58
CG43066	58
CG45002	58
CG9384	58
ND-B14	58
Syt7	58
zfh1	58
ATPsynD	58
Fim	58
CG4404	58
CG5065	58
CG32647	58
CG33170	58
Cyt-c-p	58
Mid1	58
Ac76E	58
Syp	58
CG42389	58
Smr	58
UQCR-C1	58
kirre	58
ND-B16.6	58
ox	58
COX4	58
PyK	58
CG6329	58
CG43143	58
roh	58
COX7A	58
Tsp42Ej	58
Hex-A	58
CG1640	58
CG11752	58
g	58
Cisd2	58
CG1907	58
l(1)G0156	58
CG16986	58
Cerk	58
ATPsynG	58
CG12531	58
CG32549	58
alpha-Man-Ia	58
Mdh2	58
HPS1	58
betaTub56D	58
ATPsynCF6	58
puc	58
ND-B14.5A	58
LpR1	58
COX7C	58
ND-B14.5B	58
CG8331	58
DopEcR	58
SRPK	58
CR43334	58
CG42376	58
porin	58
Gyc88E	58
Lk6	58
CG13995	58
sr	58
ND-23	58
UQCR-C2	58
CG1814	58
ppl	58
ftz-f1	58
otk2	58
Pcyt1	58
CG18549	58
CG16817	58
Eip75B	58
Trim9	58
Pax	58
Gug	58
CG9921	58
CrebA	58
CG12338	58
drongo	58
CR41597	58
CG7378	58
AnxB10	58
ATPsynO	58
Non1	58
CG11876	58
dpr12	58
CG15270	58
tai	58
mtd	58
ND-20	58
CG18812	58
ND-PDSW	58
Hers	58
CG10011	58
Cp1	58
CG8128	58
RFeSP	58
CG3009	58
Mpc1	58
Dyrk2	58
CG8910	58
Teh1	58
PPP4R2r	58
CG7368	58
dpr6	58
CG32278	58
trio	58
CG44242	58
galectin	58
oys	58
ND-MWFE	58
CG5214	58
miple2	58
stj	58
CG11077	58
CG5500	58
PMCA	58
CG7484	58
Nedd4	58
CG4678	58
CG41128	58
Vps24	58
CG3618	58
bmm	58
CG13300	58
gcl	58
CG7430	58
CG7990	58
CG13398	58
sxc	58
mRpS9	58
hwt	58
eIF3m	58
CG15803	58
sun	58
ND-42	58
milt	58
mRpS5	58
loqs	58
lawc	58
ND-B15	58
Scgbeta	58
ND-ACP	58
GIIIspla2	58
ND-B12	58
CG33090	58
bwa	58
CG5112	58
ND-ASHI	58
Sod2	58
UQCR-6.4	58
CG9705	58
Rsf1	58
CG13220	58
Rgk3	58
Syngr	58
QIL1	58
stx	58
NaPi-III	58
CG15891	58
elm	58
RhoGAP93B	58
eIF3f1	58
CG14186	58
ND-75	58
path	58
CR46004	58
l(1)G0334	58
Nhe2	58
ND-B18	58
aPKC	58
CG3719	58
CR45332	58
CG2650	59
CG16836	59
IM3	59
EbpIII	59
CG5973	59
wry	59
CG9686	60
MtnA	60
wrapper	60
fabp	60
CG6218	60
CG2852	60
CG40470	60
CG3270	60
apolpp	60
CG15201	60
CG8369	60
CG33296	60
MFS9	60
Obp44a	60
euc	60
CG42235	60
Slc45-1	60
CG31706	60
CG42613	60
CG7997	60
bnb	60
zyd	60
CG5895	60
CG6356	60
mnd	60
nrv2	60
MRE16	60
wtrw	60
CG3940	60
scramb1	60
CG15209	60
CG10433	60
Ugt35b	60
Irc	60
CG7607	60
Invadolysin	60
CG5758	60
CR45131	60
Tsf1	60
CG30285	60
CG31248	60
Csas	60
Msr-110	60
CR43259	60
Oda	60
CG16758	60
ana	60
CG1764	60
CG11425	60
CG32521	60
CDase	60
mgl	60
CG42327	60
Idgf3	60
santa-maria	60
CG6287	60
CG9629	60
CG4409	60
egr	60
CG1552	60
CG13631	60
Irk3	60
Cyp12a4	60
Gel	60
Dip-B	60
Pcyt2	60
Npc2a	60
Sod3	60
CG6357	60
CG8112	60
Alp4	60
Dbi	60
hoe1	60
myo	60
Gal	60
Cyp4ac3	60
N	60
GILT2	60
Akap200	60
CG32032	60
CG31663	60
Fer1HCH	60
CG31974	60
Cyp28d1	60
CG1545	60
E23	60
Sirup	60
ogre	60
AnxB9	60
List	60
CG7888	60
CG9691	60
SPARC	60
EbpIII	60
CR45161	60
GILT1	60
CG10863	60
CG11407	60
CG15098	60
Ugt86Dd	60
Obp8a	60
CG14301	60
CG4615	60
Cyp4g15	60
GstE2	60
Nep4	60
Picot	60
CG17508	60
CG6543	60
glob1	60
Cyp9f2	60
Ddc	60
CG5404	60
ced-6	60
CG14141	60
Eip71CD	60
Mal-A5	60
InR	60
Tsp42Ee	60
CG12355	60
GILT3	60
Fhos	60
Aldh	60
eEF1alpha1	60
CG5254	60
CG32407	60
CR13130	60
CG14696	60
Cys	60
CG8547	60
Hydr1	60
GstE6	60
CLIP-190	60
fng	60
CG16743	60
GlcAT-P	60
spri	60
Cyp28a5	60
Spn43Ab	60
CG13012	60
Irk2	60
Lsd-2	60
CG11426	60
Ork1	60
CG10513	60
par-1	60
Est-Q	60
pyd3	60
CR44137	60
GstD9	60
Oatp58Dc	60
Dh44-R2	60
CR17025	60
Inx3	60
Fer2LCH	60
goe	60
Tsp42Ea	60
Ptr	60
CG13890	60
Oatp33Ea	60
CG4829	60
Syx4	60
COQ7	60
Hexo2	60
yin	60
bdl	60
CG30069	60
GLaz	60
mfas	60
CG31999	60
CG13458	60
GstE12	60
CG12926	60
CG4302	60
Mdh1	60
Lamp1	60
Idh	60
CG10550	60
Inx2	60
CD98hc	60
Jheh3	60
CG4301	60
CG31100	60
Sesn	60
CR43334	60
CG5793	60
GstE1	60
CG12484	60
aay	60
Gabat	60
CG15412	60
CG13255	60
CG17896	60
CG11594	60
CG9507	60
CG3091	60
CG16700	60
CG9689	60
Elal	60
Cyp6w1	60
CG1146	60
CG7834	60
CG3168	60
MYPT-75D	60
tkv	60
CG10208	60
gb	60
CG3328	60
Reg-5	60
CG7781	60
Jheh2	60
CG16953	60
axo	60
Npc2b	60
teq	60
Zasp52	60
Gat	60
CG10311	60
Tsp5D	60
zfh2	60
DNaseII	60
CG14687	60
aop	60
CG1468	60
Spn27A	60
ClC-a	60
CG3902	60
CG10660	60
repo	60
CG42394	60
Treh	60
AOX3	60
CR31044	60
CG17224	60
CG18622	60
CG12730	60
CG6723	60
betaTub97EF	60
Desat1	60
CG13124	60
foxo	60
CG34136	60
RpLP1	60
GstD1	60
l(1)G0193	60
Vha68-2	60
CG42390	60
Zip71B	60
CG1213	60
Orct	60
kibra	60
CR44107	60
CR43488	60
CG10960	60
Lapsyn	60
ImpL2	60
CG8312	60
sev	60
Ssk	60
Cyp6v1	60
NFAT	60
pncr009:3L	60
Galphai	60
Pkn	60
RpL41	60
Tis11	60
pyd	60
SLC22A	60
pbl	60
CG13397	60
vvl	60
CG10669	60
GstD3	60
by	60
CG14945	60
CG2493	60
Mtl	60
CG9331	60
Jheh1	60
CG10512	60
shg	60
CG16947	60
Rac2	60
FASN1	60
CG13707	60
Proc-R	60
Sin3A	60
loco	60
Hnf4	60
D2hgdh	60
fog	60
CG15111	60
SPR	60
CG13315	60
26-29-p	60
CG12512	60
CG43313	60
bru2	60
Tsp42Ef	60
LManII	60
PGRP-LA	60
CG1537	60
h	60
CR40469	60
CG12338	60
CG5618	60
LRP1	60
Cyp305a1	60
SoxN	60
CR45875	60
Ssadh	60
how	60
mino	60
Cyp6a17	60
RpL22	60
CalpB	60
CG12560	60
Idgf6	60
CG14688	60
Ugt35a	60
CG17839	60
Got1	60
noc	60
moody	60
CR46194	60
CG7737	60
GstE3	60
Pino	60
CG32369	60
Ctr1B	60
CG32195	60
GEFmeso	60
CAP	60
CG9467	60
CG3097	60
CG42389	60
wal	60
CG9932	60
T48	60
CG3164	60
Cyp6a13	60
AdoR	60
CG5955	60
LpR2	60
nuf	60
Sp7	60
Xbp1	60
CG6701	60
prage	60
RpS13	60
NTPase	60
CG31710	60
cry	60
Dop1R1	60
CG6707	60
whd	60
CG15611	60
Pdk	60
CG9471	60
Cyp12e1	60
SP2637	60
CG1665	60
CG7800	60
CG31075	60
CG42663	60
Cyp6t1	60
Shmt2	60
CR33963	60
ci	60
CG10361	60
CG10479	60
gbb	60
yip2	60
CG9657	60
Plp	60
CG10623	60
CG6424	60
CG5541	60
UK114	60
CG17544	60
Spn88Ea	60
CG5273	60
RpS5a	60
Tctp	60
nemy	60
CG31689	60
Fatp	60
REPTOR	60
htl	60
Cyp6a2	60
RpL37A	60
Pect	60
CG6770	60
CG33970	60
GstE7	60
CG9436	60
CG7530	60
CG10527	60
CG44325	60
CR45251	60
RhoL	60
CG31122	60
Gbp1	60
Dh31-R	60
zormin	60
alpha-Est8	60
mdy	60
Wwox	60
CG9377	60
CG42489	60
CG31549	60
AANATL2	60
Amph	60
eEF5	60
Past1	60
CG12065	60
cv-2	60
AnxB11	60
mthl1	60
cathD	60
CG33080	60
Prx2540-1	60
Syp	60
Hydr2	60
Syb	60
CG6084	60
bnl	60
RpL27	60
CG12896	60
for	60
Debcl	60
EndoU	60
SCAP	60
be	60
Oatp74D	60
Neto	60
Myd88	60
VhaM9.7-b	60
CG32147	60
Cyt-b5	60
Cyp9f3	60
Mes2	60
CrebA	60
Adi1	60
CG11655	60
CG15202	60
RpS20	60
Trpm	60
Ilp6	60
CG11159	60
pdgy	60
CG32103	60
dia	60
CG31869	60
Fkbp14	60
RpLP2	60
Sox14	60
Arf51F	60
CtsB1	60
cib	60
CG12768	60
CG12262	60
CG32368	60
mrj	60
CG5168	60
CG33941	60
CG11899	60
CG10365	60
CG1640	60
CR45018	60
CG1722	60
CG5888	60
CG8839	60
CG10932	60
frj	60
CG2862	60
Wdr62	60
mav	60
SREBP	60
RpL30	60
Eip74EF	60
Rho1	60
CG12811	60
shot	60
RhoGAP18B	60
CG4629	60
CG18659	60
CG3764	60
jvl	60
CG9953	60
CG2765	60
